latitude,longitude,date,depth,temperature,salinity,chl_ctd,pc_ctd,cdom_ctd,chl_a676,
41.3639,-71.4220,2018-08-22 20:05:33.0,4,22.9616,31.3731,3.0008,0.1708,2.2575,6.0672
41.3397,-71.4215,2018-08-22 20:15:34.0,4,22.9605,31.3645,1.4036,0.0000,3.7926,4.5728
41.3143,-71.4218,2018-08-22 20:25:34.0,4,22.8414,31.5827,1.0527,0.0854,9.7975,3.6196
41.2886,-71.4227,2018-08-22 20:35:34.0,4,22.6832,31.8200,0.6050,0.0640,2.5284,2.4087
41.2631,-71.4226,2018-08-22 20:45:34.0,4,22.2266,32.0359,0.6655,0.1067,12.1454,2.2538
41.2423,-71.4224,2018-08-22 20:55:34.0,4,21.9499,32.0102,0.7078,0.1281,3.5217,2.3013
41.2176,-71.4223,2018-08-22 21:05:34.0,4,21.6440,31.9809,0.8107,0.0854,7.1337,2.3563
41.1925,-71.4226,2018-08-22 21:15:34.0,4,21.7314,31.9779,0.7804,0.1067,6.5919,2.3045
41.1719,-71.4352,2018-08-22 21:25:34.0,4,21.7967,31.6555,0.8833,0.2135,2.5284,2.5816
41.1562,-71.4525,2018-08-22 21:35:33.0,4,21.6449,31.7896,0.9317,0.0000,11.1972,2.4876
41.1354,-71.4717,2018-08-22 21:45:34.0,4,21.5519,31.8271,0.9559,0.1281,2.2123,2.4869
41.1149,-71.4906,2018-08-22 21:55:33.0,4,21.4447,31.8109,1.1011,0.0640,12.4614,2.5753
41.0963,-71.5095,2018-08-22 22:05:34.0,4,21.4332,31.9738,1.0406,0.0000,12.6420,2.3997
41.0926,-71.5356,2018-08-22 22:15:34.0,4,21.4748,31.9919,1.0164,0.0640,10.9263,2.3862
41.0890,-71.5678,2018-08-22 22:25:34.0,4,21.5887,31.8761,1.2161,0.0854,11.5584,2.7335
41.0863,-71.6013,2018-08-22 22:35:34.0,4,21.4523,31.7942,1.4944,0.1067,4.9214,3.1185
41.0822,-71.6288,2018-08-22 22:45:34.0,4,21.2507,31.1545,2.2748,0.1708,11.0166,4.6240
41.0748,-71.6616,2018-08-22 22:55:34.0,4,21.2964,30.8799,2.7346,0.0427,5.4180,5.6783
41.0749,-71.6731,2018-08-22 23:05:34.0,4,21.1600,30.9327,2.6015,0.0427,12.9581,5.4543
