"","latitude","longitude","date","depth","temperature","salinity","chl_ctd","pc_ctd","cdom_ctd","chl_a676","X","Z"
"32",41.3256,-71.3601,"2019-05-23 07:15:34.0",5,12.7506,31.3954,0.7623,0.0214,2.0769,2.2158,NA,-30
"33",41.3415,-71.3587,"2019-05-23 07:25:34.0",5,12.8682,31.4041,0.7744,-0.0854,2.1672,2.2476,NA,-32
"34",41.3575,-71.3573,"2019-05-23 07:35:34.0",5,12.9355,31.3634,0.7744,0.0427,2.0769,2.2349,NA,-32
"35",41.3735,-71.3563,"2019-05-23 07:45:33.0",5,12.9456,31.3465,0.7381,0.0427,2.6187,2.2334,NA,-30
"36",41.3894,-71.356,"2019-05-23 07:55:33.0",5,12.1849,30.9287,1.1011,0.1708,2.1672,2.8759,NA,-30
"37",41.4054,-71.3554,"2019-05-23 08:05:33.0",5,12.1989,31.098,0.8954,-0.0214,3.3411,2.7372,NA,-28
"38",41.4123,-71.3396,"2019-05-23 08:15:33.0",5,12.1091,30.9551,0.9559,0.1281,2.9799,2.782,NA,-27
"39",41.4154,-71.3545,"2019-05-23 08:25:33.0",5,12.0982,30.7662,0.9559,0,2.9799,2.8104,NA,-26
"40",41.4167,-71.3689,"2019-05-23 08:35:33.0",5,12.1959,30.61,0.9559,-0.0427,3.2056,2.8749,NA,-27
"41",41.4174,-71.3768,"2019-05-23 08:45:33.0",5,12.325,30.4669,1.0648,0.1708,3.0702,2.9738,NA,-27
"42",41.418,-71.3802,"2019-05-23 08:55:33.0",5,12.1851,30.5833,0.9922,0.0214,3.1605,2.9092,NA,-27
"43",41.4206,-71.3787,"2019-05-23 09:05:33.0",5,12.1884,30.5082,0.9317,-0.1281,4.0183,2.9679,NA,-27
"44",41.4209,-71.3806,"2019-05-23 09:15:33.0",5,12.2322,30.5234,1.0406,-0.064,3.0702,2.9901,NA,-26
"45",41.4154,-71.3845,"2019-05-23 09:25:33.0",5,12.5203,30.448,1.0225,0.0427,3.2508,2.9555,NA,-28
"46",41.412,-71.3854,"2019-05-23 09:35:33.0",5,12.6521,30.4143,1.0164,-0.0214,3.2056,2.9133,NA,-28
"47",41.4105,-71.3844,"2019-05-23 09:45:33.0",5,12.6349,30.4197,1.0043,0.1067,3.1605,2.9203,NA,-28
"48",41.4134,-71.3841,"2019-05-23 09:55:33.0",5,12.4719,30.445,0.9801,0,3.612,2.9853,NA,-28
"49",41.4164,-71.3839,"2019-05-23 10:05:33.0",5,12.3227,30.4842,0.9559,-0.1281,3.9732,3.0415,NA,-28
"50",41.4194,-71.3836,"2019-05-23 10:15:33.0",5,12.1658,30.6043,1.0164,0.064,3.2508,3.0468,NA,-27
"51",41.422,-71.3819,"2019-05-23 10:25:34.0",5,12.1703,30.5685,1.0285,0.0427,3.0702,3.059,NA,-26
"52",41.425,-71.3817,"2019-05-23 10:35:34.0",5,12.1792,30.5626,0.9922,0.1281,3.8829,3.1256,NA,-26
"53",41.422,-71.3806,"2019-05-23 10:45:34.0",5,12.1979,30.5678,0.9801,-0.0854,4.0635,3.1116,NA,-26
"54",41.4182,-71.3822,"2019-05-23 10:55:34.0",5,12.3257,30.5536,0.9922,-0.1281,3.7023,3.1009,NA,-27
"55",41.4145,-71.3834,"2019-05-23 11:05:34.0",5,12.4724,30.5164,1.0285,0,2.8896,3.0613,NA,-28
"56",41.4124,-71.3825,"2019-05-23 11:15:34.0",5,12.3535,30.5611,0.9559,-0.1281,4.2441,3.1227,NA,-28
"57",41.42,-71.3816,"2019-05-23 11:25:34.0",5,12.1257,30.6609,1.0043,0.0427,4.0635,3.1448,NA,-27
"58",41.427,-71.3813,"2019-05-23 11:35:34.0",5,12.0891,30.601,1.1495,0,3.5217,3.3586,NA,-25
"59",41.4502,-71.3777,"2019-05-23 11:45:34.0",5,12.3057,30.2646,1.0648,0,4.0635,3.538,NA,-32
"60",41.4713,-71.3599,"2019-05-23 11:55:34.0",5,12.613,29.9528,1.0164,0.1067,4.6956,3.6742,NA,-41
"61",41.4856,-71.3419,"2019-05-23 12:05:34.0",5,12.9838,29.5578,1.3068,0,4.0635,4.1275,NA,-28
"62",41.4878,-71.3381,"2019-05-23 12:15:34.0",5,12.8801,29.6821,1.2584,0,4.1538,4.1711,NA,-23
"63",41.4884,-71.3375,"2019-05-23 12:25:34.0",5,13.0069,29.6956,1.2161,0.5551,4.3344,3.6258,NA,-19
"64",41.4894,-71.3378,"2019-05-23 12:35:34.0",5,13.8843,29.3317,1.1374,0.1281,4.1989,3.3315,NA,-23
"65",41.4886,-71.3389,"2019-05-23 12:45:34.0",5,14.6034,29.1004,1.0164,0.2562,3.7926,3.1531,NA,-23
"66",41.4874,-71.3403,"2019-05-23 12:55:34.0",5,NA,28.9562,1.0648,0.1708,3.6572,NA,NA,-20
"67",41.3474,-71.293,"2019-05-23 14:55:34.0",5,12.8403,31.4626,0.726,0.5124,3.4314,2.762,NA,-28
"68",41.3585,-71.2925,"2019-05-23 15:05:34.0",5,12.7962,31.4617,NA,0.5124,17.2473,2.7758,NA,-30
"69",41.3419,-71.2984,"2019-05-23 15:15:34.0",5,12.7891,31.4678,NA,0.427,17.4279,2.8187,NA,-28
"70",41.3416,-71.2985,"2019-05-23 15:25:34.0",5,12.7941,31.4688,1.9058,0.427,16.1637,2.6655,NA,-27
"71",41.3411,-71.2985,"2019-05-23 15:35:34.0",5,12.7909,31.4699,1.5791,0.2562,13.9062,2.8293,NA,-27
"72",41.3411,-71.2989,"2019-05-23 15:45:34.0",5,12.7887,31.4715,1.1011,0.5337,9.933,2.9508,NA,-27
"73",41.3409,-71.2981,"2019-05-23 15:55:34.0",5,12.793,31.4715,0.732,0.0427,8.2173,2.8482,NA,-27
"74",41.3416,-71.2976,"2019-05-23 16:05:34.0",5,12.762,31.4776,0.5082,0.1708,5.102,3.4564,NA,-27
"75",41.3434,-71.2968,"2019-05-23 16:15:34.0",5,12.686,31.491,0.3388,0.0427,3.6572,3.3079,NA,-28
"76",41.3433,-71.297,"2019-05-23 16:25:34.0",5,12.8008,31.4733,0.2178,0.0427,3.3862,3.1216,NA,-28
"77",41.3429,-71.2971,"2019-05-23 16:35:34.0",5,12.8208,31.4728,0.0726,0.1281,1.7157,3.6424,NA,-28
"78",41.3457,-71.2826,"2019-05-23 16:45:34.0",5,12.8633,31.4951,0.0484,-0.064,1.7157,2.905,NA,-28
"79",41.3616,-71.2594,"2019-05-23 16:55:34.0",5,12.8994,31.4808,0.0363,0.0427,1.7157,3.1974,NA,-27
"80",41.3689,-71.2418,"2019-05-23 17:05:34.0",5,12.8733,31.4171,0.0242,0.0427,1.1739,3.3616,NA,-26
"81",41.3549,-71.2304,"2019-05-23 17:15:34.0",5,12.654,31.4646,0.0726,0.2989,0.4515,3.6348,NA,-26
"82",41.3341,-71.2239,"2019-05-23 17:25:34.0",5,12.7824,31.463,0.0242,0.0427,0.5418,3.2117,NA,-33
"83",41.3134,-71.2427,"2019-05-23 17:35:34.0",5,12.9161,31.4641,0.0121,-0.0427,0.9933,3.1322,NA,-31
"84",41.3176,-71.2837,"2019-05-23 17:45:34.0",5,12.9034,31.5171,0.0242,0,0.2709,2.9139,NA,-32
"85",41.3122,-71.3108,"2019-05-23 17:55:34.0",5,12.8768,31.4794,0.0121,-0.0427,0.2709,3.5718,NA,-29
"86",41.3356,-71.285,"2019-05-23 18:05:34.0",5,12.8921,31.4873,-0.0726,-0.1708,0.6321,3.519,NA,-28
"87",41.3273,-71.2423,"2019-05-23 18:15:34.0",5,12.7955,31.4701,0,-0.1281,0.2709,3.5322,NA,-32
"88",41.3257,-71.2196,"2019-05-23 18:25:34.0",5,12.7929,31.4509,-0.0121,-0.0854,0.1806,3.3078,NA,-31
"89",41.3413,-71.2353,"2019-05-23 18:35:34.0",5,12.9176,31.4444,-0.0363,-0.1708,0.3612,2.9935,NA,-30
"90",41.3616,-71.2521,"2019-05-23 18:45:35.0",5,12.8645,31.4785,-0.0242,-0.1708,0.1354,3.109,NA,-26
"91",41.369,-71.2407,"2019-05-23 18:55:34.0",5,12.89,31.4254,-0.0363,-0.2135,0.2709,3.7473,NA,-26
"92",41.369,-71.2069,"2019-05-23 19:05:34.0",5,12.6757,31.4444,-0.0242,-0.0427,0.3612,3.7614,NA,-24
"93",41.3652,-71.2148,"2019-05-23 19:15:33.0",5,12.8875,31.4294,0.0242,-0.1067,-0.5418,4.0834,NA,-25
"94",41.3656,-71.2269,"2019-05-23 19:25:33.0",5,12.9196,31.4942,-0.0544,-0.1281,1.1287,3.6948,NA,-25
"95",41.367,-71.2426,"2019-05-23 19:35:33.0",5,12.8535,31.478,-0.0121,-0.1494,-0.0903,3.3806,NA,-26
"96",41.3683,-71.2585,"2019-05-23 19:45:33.0",5,12.8473,31.4617,0,-0.1921,0,3.1298,NA,-27
"97",41.371,-71.277,"2019-05-23 19:55:33.0",5,12.7421,31.4626,0,-0.2135,0.0903,2.9053,NA,-29
"98",41.3768,-71.304,"2019-05-23 20:05:33.0",5,12.8803,31.4143,-0.0726,-0.2135,0.3612,2.9499,NA,-30
"99",41.3824,-71.3302,"2019-05-23 20:15:34.0",5,12.6154,30.68,0,-0.2776,0.1354,3.8136,NA,-32
"100",41.3877,-71.3576,"2019-05-23 20:25:34.0",5,12.6513,30.6145,-0.0121,-0.1708,-0.0452,4.2483,NA,-30
"101",41.3933,-71.3854,"2019-05-23 20:35:34.0",5,12.5592,30.6146,0.0121,-0.2989,-0.2258,4.3558,NA,-30
"102",41.4036,-71.3951,"2019-05-23 20:45:34.0",5,12.4436,30.641,0,-0.2989,-0.2258,4.1291,NA,-28
"103",41.4122,-71.3885,"2019-05-23 20:55:34.0",5,12.3448,30.6431,0,-0.3202,0,4.6337,NA,-28
"104",41.4198,-71.3851,"2019-05-23 21:05:34.0",5,12.1445,30.7131,0.0242,0.064,-0.4515,3.6899,NA,-27
"105",41.4363,-71.3845,"2019-05-23 21:15:34.0",5,12.5078,30.5728,-0.0242,-0.2135,0,4.2664,NA,-23
"106",41.414,-71.3994,"2019-05-23 21:25:34.0",5,12.4915,30.8299,-0.0121,-0.2135,0.2709,3.7823,NA,-29
"107",40.4969,-72.0879,"2019-05-24 03:56:32.0",5,12.6877,31.2129,0.0242,-0.064,0.2709,2.8318,NA,-56
"108",40.4767,-72.108,"2019-05-24 04:06:22.0",5,12.6879,31.4804,-0.0363,0,0.7224,2.7946,NA,-56
"109",40.4564,-72.1281,"2019-05-24 04:16:22.0",5,12.7768,31.5859,0.0121,-0.1708,0.1806,2.8161,NA,-56
"110",40.436,-72.1482,"2019-05-24 04:26:22.0",5,12.6041,31.4574,-0.0121,-0.0854,0.7224,2.5674,NA,-57
"111",40.421,-72.1612,"2019-05-24 04:36:21.0",5,12.5686,31.4576,0,-0.0427,0.2709,5.0462,NA,-58
"112",40.4193,-72.1611,"2019-05-24 04:46:21.0",5,12.6558,31.4201,0.0121,-0.0427,0.5418,4.3464,NA,-58
"113",40.4209,-72.1917,"2019-05-24 04:56:22.0",5,12.7387,31.3377,0.0121,-0.1708,0,2.0632,NA,-56
"114",40.4209,-72.2265,"2019-05-24 05:06:22.0",5,12.7346,31.326,0,-0.0427,0.3612,2.9999,NA,-57
"115",40.4198,-72.2609,"2019-05-24 05:16:22.0",5,12.8177,31.2956,0,-0.1708,0.2709,2.2533,NA,-56
"116",40.4194,-72.2952,"2019-05-24 05:26:21.0",5,12.8578,31.2662,0.0121,-0.1281,0.4515,1.8198,NA,-55
"117",40.4183,-72.3299,"2019-05-24 05:36:21.0",5,12.854,31.2557,0.0121,-0.1281,0.2709,2.5941,NA,-57
"118",40.4173,-72.3646,"2019-05-24 05:46:22.0",5,12.7063,31.2558,0.0242,-0.0854,0,2.8193,NA,-55
"119",40.4168,-72.3999,"2019-05-24 05:56:22.0",5,12.7344,31.2694,0,-0.0427,0.4966,1.3779,NA,-51
"120",40.4172,-72.4346,"2019-05-24 06:06:22.0",5,12.9577,31.2968,0.0242,0,0.0903,3.8317,NA,-48
"121",40.4167,-72.4696,"2019-05-24 06:16:22.0",5,13.2681,31.1587,-0.0121,-0.1708,0.3612,2.5705,NA,-47
"122",40.4159,-72.5047,"2019-05-24 06:26:22.0",5,13.367,31.0356,-0.0121,-0.0427,0.2709,3.0156,NA,-47
"123",40.4148,-72.5401,"2019-05-24 06:36:23.0",5,13.3094,30.8947,0.0121,0,0.1806,1.9715,NA,-46
"124",40.4135,-72.5758,"2019-05-24 06:46:23.0",5,13.6045,30.6869,-0.0302,-0.1708,-0.0903,2.6072,NA,-45
"125",40.4136,-72.6118,"2019-05-24 06:56:23.0",5,13.4776,30.4764,-0.0121,-0.1708,0.0903,1.4996,NA,-45
"126",40.4141,-72.6481,"2019-05-24 07:06:22.0",5,13.3544,30.4616,-0.0121,-0.2135,0.4515,2.7076,NA,-44
"127",40.4125,-72.6582,"2019-05-24 07:16:22.0",5,13.3496,30.4502,0.0121,0.0214,0.6321,2.9129,NA,-44
"128",40.4106,-72.6753,"2019-05-24 07:26:22.0",5,13.2547,30.4247,-0.0121,0.064,0.3612,3.058,NA,-44
"129",40.4025,-72.7104,"2019-05-24 07:36:22.0",5,13.3117,30.3479,-0.0363,-0.0427,0.8127,NA,NA,-45
"130",40.3944,-72.7454,"2019-05-24 07:46:22.0",5,13.3672,30.2706,-0.0242,-0.0214,0.1806,3.4456,NA,-45
"131",40.3858,-72.7808,"2019-05-24 07:56:22.0",5,13.7009,30.2578,-0.0363,0.0427,0.8579,2.3136,NA,-45
"132",40.3763,-72.8163,"2019-05-24 08:06:22.0",5,13.8758,30.1428,-0.0484,-0.2135,0.6773,3.6124,NA,-46
"133",40.3669,-72.8516,"2019-05-24 08:16:22.0",5,13.9217,30.0799,-0.0242,-0.1921,0.5869,3.0993,NA,-44
"134",40.3575,-72.8867,"2019-05-24 08:26:22.0",5,13.907,30.0416,0.0121,-0.0427,0.0903,3.4596,NA,-42
"135",40.3491,-72.9219,"2019-05-24 08:36:22.0",5,13.9975,29.9919,-0.0121,-0.064,0.4515,2.43,NA,-41
"136",40.3408,-72.9575,"2019-05-24 08:46:22.0",5,14.0257,29.9715,-0.0363,0.0427,0.3612,2.7588,NA,-40
"137",40.3336,-72.9888,"2019-05-24 08:56:22.0",5,14.0279,29.9686,-0.0121,0.064,0.2709,2.6225,NA,-40
"138",40.3306,-72.9913,"2019-05-24 09:06:22.0",5,14.0343,29.9738,0.0363,-0.2135,-0.4515,3.1522,NA,-40
"139",40.3268,-72.9959,"2019-05-24 09:16:21.0",5,14.065,29.9754,-0.0121,-0.1708,0.4966,3.0082,NA,-40
"140",40.3438,-73.0129,"2019-05-24 09:26:21.0",5,13.9573,29.9322,-0.0121,-0.0854,0.2258,3.9363,NA,-41
"141",40.3665,-73.0349,"2019-05-24 09:36:21.0",5,13.8192,29.8437,0.0121,0.0854,0,3.232,NA,-38
"142",40.3892,-73.0571,"2019-05-24 09:46:21.0",5,13.9093,29.5504,0.0121,-0.0427,0.4515,3.8596,NA,-36
"143",40.4117,-73.0794,"2019-05-24 09:56:21.0",5,14.0266,29.3485,0,0.0427,0.316,3.7818,NA,-34
"144",40.4344,-73.1023,"2019-05-24 10:06:21.0",5,14.032,29.2282,-0.0121,-0.0854,0.3612,4.3288,NA,-33
"145",40.4573,-73.1254,"2019-05-24 10:16:22.0",5,13.8805,29.2614,0,0.0427,0.2709,3.9607,NA,-30
"146",40.4806,-73.1479,"2019-05-24 10:26:22.0",5,13.6736,29.3986,0,0,0.1806,4.5347,NA,-28
"147",40.4971,-73.1599,"2019-05-24 10:36:22.0",5,13.6889,29.3622,-0.0242,-0.0854,0.3612,4.54,NA,-30
"148",40.4961,-73.1661,"2019-05-24 10:46:22.0",5,13.7555,29.3011,-0.0242,0.1281,0.5418,4.4992,NA,-29
"149",40.4911,-73.1802,"2019-05-24 10:56:22.0",5,14.0783,29.0133,0.0121,0.0214,-0.0903,4.2379,NA,-27
"150",40.4788,-73.2147,"2019-05-24 11:06:21.0",5,14.5215,28.788,0.0121,-0.1708,0.0903,3.758,NA,-27
"151",40.4669,-73.2501,"2019-05-24 11:16:21.0",5,14.5476,28.8401,0,0,0.3612,4.023,NA,-27
"152",40.4553,-73.2864,"2019-05-24 11:26:22.0",5,14.349,28.9039,-0.0605,0.0854,0.7224,3.9919,NA,-31
"153",40.4437,-73.3226,"2019-05-24 11:36:22.0",5,13.9237,28.8646,0.0121,0,0.1806,6.5897,NA,-27
"154",40.4315,-73.3581,"2019-05-24 11:46:22.0",5,13.9867,28.3747,0.0121,0.0214,0.1806,9.8156,NA,-29
"155",40.4194,-73.3936,"2019-05-24 11:56:22.0",5,14.0213,28.1748,-0.0121,-0.0427,0.6321,9.6269,NA,-27
"156",40.4073,-73.4289,"2019-05-24 12:06:22.0",5,14.2325,27.4079,0.0242,-0.0214,-0.4515,12.0196,NA,-26
"157",40.3956,-73.4644,"2019-05-24 12:16:22.0",5,14.2554,27.21,-0.0363,0.0854,0.2258,12.975,NA,-21
"158",40.3841,-73.5002,"2019-05-24 12:26:22.0",5,14.3847,26.7943,-0.0423,0,0.4966,13.6704,NA,-23
"159",40.3725,-73.5364,"2019-05-24 12:36:22.0",5,14.5099,26.4882,0,-0.0427,0.1806,12.3959,NA,-24
"160",40.3613,-73.5732,"2019-05-24 12:46:22.0",5,14.6767,26.0177,0.006,-0.0427,0.4515,13.0493,NA,-21
"161",40.3503,-73.6103,"2019-05-24 12:56:22.0",5,14.7941,25.9182,0,-0.0854,0.3612,12.6333,NA,-19
"162",40.3376,-73.6466,"2019-05-24 13:06:22.0",5,14.7803,26.0547,0.0242,-0.1708,-0.4063,10.5578,NA,-23
"163",40.3335,-73.6614,"2019-05-24 13:16:22.0",5,14.7728,26.1265,-0.0302,-0.1708,0.4515,10.5442,NA,-23
"164",40.3291,-73.6582,"2019-05-24 13:26:22.0",5,14.8284,26.4855,-0.0121,0.1281,0.7224,8.3683,NA,-22
"165",40.315,-73.6226,"2019-05-24 13:36:22.0",5,14.9121,26.9505,-0.0242,0,0.5418,7.4249,NA,-22
"166",40.3017,-73.586,"2019-05-24 13:46:22.0",5,14.7816,27.5481,-0.0484,-0.0854,0.2709,7.0582,NA,-26
"167",40.2877,-73.5498,"2019-05-24 13:56:22.0",5,14.6849,27.9916,-0.0242,-0.0427,0.5418,5.1935,NA,-26
"168",40.2736,-73.5133,"2019-05-24 14:06:22.0",5,14.6078,28.3974,-0.0363,-0.1708,0.2709,3.6622,NA,-30
"169",40.2594,-73.4762,"2019-05-24 14:16:21.0",5,14.5866,28.4023,0,0,0.1806,3.2277,NA,-31
"170",40.2452,-73.4386,"2019-05-24 14:26:21.0",5,14.7323,28.3531,-0.0363,0.0854,0.1806,3.1945,NA,-34
"171",40.231,-73.4007,"2019-05-24 14:36:21.0",5,14.9308,28.3871,-0.0121,-0.0854,0.5418,3.0391,NA,-36
"172",40.2168,-73.3626,"2019-05-24 14:46:21.0",5,15.1321,28.6065,-0.0121,-0.0854,0.4515,2.6793,NA,-36
"173",40.2026,-73.3247,"2019-05-24 14:56:21.0",5,15.1568,28.922,-0.0242,0,0.4515,2.3723,NA,-36
"174",40.188,-73.2869,"2019-05-24 15:06:21.0",5,15.0859,29.2618,0.0121,-0.1281,0.2258,2.3061,NA,-38
"175",40.1738,-73.2489,"2019-05-24 15:16:21.0",5,14.8626,29.6407,0.0121,0,0.2258,2.2112,NA,-39
"176",40.1594,-73.211,"2019-05-24 15:26:21.0",5,14.5958,29.9481,0,0,0.5418,2.1532,NA,-40
"177",40.1449,-73.1733,"2019-05-24 15:36:21.0",5,14.5295,30.1349,-0.0242,0,0.316,2.0241,NA,-41
"178",40.1305,-73.1359,"2019-05-24 15:46:21.0",5,14.4343,30.3111,-0.006,-0.1708,0.0903,1.9263,NA,-41
"179",40.1165,-73.0986,"2019-05-24 15:56:21.0",5,14.3354,30.4793,0,-0.0427,0.4063,1.8404,NA,-41
"180",40.1026,-73.0611,"2019-05-24 16:06:21.0",5,14.1533,30.8634,-0.0242,-0.0854,0.3612,1.7599,NA,-44
"181",40.0889,-73.0236,"2019-05-24 16:16:21.0",5,13.9898,30.9989,0,-0.0427,0.2709,1.8941,NA,-45
"182",40.0812,-73.0174,"2019-05-24 16:26:21.0",5,14.0206,30.9798,-0.0242,-0.1281,0.4063,1.8541,NA,-47
"183",40.0785,-73.0235,"2019-05-24 16:35:00.0",5,13.49,31.258,NA,NA,NA,NA,NA,-47
"184",40.0784,-73.0236,"2019-05-24 16:36:22.0",5,14.0204,30.9793,0.0121,-0.0214,0.2709,1.8291,NA,-47
"185",40.0764,-73.0241,"2019-05-24 16:46:22.0",5,14.0359,30.9911,-0.0242,0.0427,0.316,1.7725,NA,-47
"186",40.0753,-73.0234,"2019-05-24 16:56:22.0",5,14.0011,31.0032,0.0121,0.0427,0.5418,1.8688,NA,-47
"187",40.0662,-73.0278,"2019-05-24 17:06:22.0",5,14.0859,30.9688,-0.0121,-0.1708,0.2709,1.6114,NA,-46
"188",40.037,-73.0392,"2019-05-24 17:16:22.0",5,14.1769,30.9243,-0.0121,-0.1281,0.1806,2.1694,NA,-46
"189",40.0082,-73.0506,"2019-05-24 17:26:22.0",5,14.2801,30.9141,-0.0242,-0.1708,0.2709,2.4656,NA,-48
"190",39.9789,-73.0615,"2019-05-24 17:36:23.0",5,14.1931,30.879,-0.0121,-0.1708,0.2709,2.0709,NA,-47
"191",39.9496,-73.0723,"2019-05-24 17:46:22.0",5,14.2543,30.7693,0,-0.1281,0.4966,1.9202,NA,-50
"192",39.921,-73.0822,"2019-05-24 17:56:22.0",5,14.4721,30.7146,-0.0363,-0.1281,0.5418,2.1736,NA,-63
"193",39.9169,-73.0888,"2019-05-24 18:06:22.0",5,14.4967,30.7214,-0.0121,0,0.4515,1.9732,NA,-65
"194",39.912,-73.0918,"2019-05-24 18:16:22.0",5,14.5941,30.8528,0.0121,-0.0427,-0.1806,1.8028,NA,-66
"195",39.8847,-73.0749,"2019-05-24 18:26:22.0",5,14.3843,31.2572,0,-0.3202,-0.0452,1.8175,NA,-70
"196",39.8573,-73.0575,"2019-05-24 18:36:22.0",5,13.9461,31.1447,-0.0302,-0.0854,0.4966,1.8798,NA,-68
"197",39.7047,-73.9947,"2019-05-25 01:12:00.0",5,14.17,29.786,4.62,NA,NA,NA,NA,-20
"198",39.3394,-73.9621,"2019-05-25 04:02:55.0",5,15.7972,30.024,1.6093,0.2989,17.5182,2.727,NA,-25
"199",39.3471,-73.9263,"2019-05-25 04:12:54.0",5,15.7788,29.7888,1.4944,0.2562,16.8861,2.7714,NA,-26
"200",39.355,-73.8906,"2019-05-25 04:22:54.0",5,15.7305,29.6648,1.4278,0.1708,16.3443,2.5724,NA,-31
"201",39.3555,-73.8533,"2019-05-25 04:32:54.0",5,15.8101,29.63,1.4157,0.2562,15.7574,2.553,NA,-34
"202",39.3557,-73.8153,"2019-05-25 04:42:54.0",5,15.7734,29.6879,1.4036,0.1708,15.2607,2.5271,NA,-35
"203",39.356,-73.7772,"2019-05-25 04:52:54.0",5,15.632,29.8859,1.2947,0.1281,14.5383,2.3758,NA,-35
"204",39.3562,-73.7389,"2019-05-25 05:02:54.0",5,15.2527,30.2536,1.2826,0.3843,14.3577,2.248,NA,-33
"205",39.3564,-73.7003,"2019-05-25 05:12:54.0",5,14.9675,30.4973,1.1737,0.1708,14.1771,2.133,NA,-29
"206",39.3565,-73.6612,"2019-05-25 05:22:54.0",5,14.464,30.9713,1.1132,0.2135,13.6353,1.9667,NA,-32
