latitude,longitude,date,depth,temperature,salinity,chl_ctd,pc_ctd,cdom_ctd,chl_a676,
38.3239,-74.9778,2018-11-02 00:06:13.0,1,17.2087,30.6084,1.3431,0.0427,3.4314,6.2888
38.2790,-74.9728,2018-11-02 00:25:32.0,1,17.4779,31.2574,1.1374,0.0000,3.0702,5.6533
38.2358,-74.9680,2018-11-02 00:45:33.0,1,17.6528,31.2127,1.6335,0.0854,3.1605,6.3033
38.1949,-74.9632,2018-11-02 01:05:31.0,1,17.8028,31.3520,1.9239,0.0427,3.1605,6.8271
38.1538,-74.9589,2018-11-02 01:25:32.0,1,17.8213,31.4398,2.2506,0.0427,2.7993,7.1962
38.1133,-74.9545,2018-11-02 01:45:32.0,1,17.8761,31.5088,1.5246,0.0854,2.8896,6.0634
38.0751,-74.9503,2018-11-02 02:05:31.0,1,17.9981,31.6097,1.6456,0.0427,2.7090,5.7252
38.0363,-74.9536,2018-11-02 02:25:31.0,1,18.0396,31.6353,1.4702,0.0854,2.5284,NaN
37.9997,-74.9583,2018-11-02 02:45:32.0,1,18.0031,31.7078,1.2221,0.0427,2.5284,-1.9958
38.0067,-74.9583,2018-11-02 03:00:00.0,1,17.2800,31.7990,0.6800,NaN,NaN,NaN
38.0091,-74.9564,2018-11-02 03:05:31.0,1,17.9911,31.7089,1.2221,0.0427,2.6187,0.8028
38.0241,-74.9550,2018-11-02 03:25:32.0,1,17.9893,31.7011,1.2705,0.0427,2.6187,NaN
37.9954,-74.9399,2018-11-02 04:05:31.0,1,18.1812,31.7295,1.2584,0.0000,2.5284,1.8625
37.9657,-74.9352,2018-11-02 04:25:32.0,1,18.2735,31.7995,0.9801,0.0427,2.5284,2.4147
37.9374,-74.9306,2018-11-02 04:45:31.0,1,18.1782,31.9366,1.1253,0.0000,2.3478,2.5601
37.9109,-74.9264,2018-11-02 05:05:31.0,1,18.0939,31.9691,1.0769,-0.0427,2.3478,2.4699
37.8842,-74.9222,2018-11-02 05:25:33.0,1,18.1811,31.9892,1.0648,0.0000,2.2575,2.4444
37.8562,-74.9187,2018-11-02 05:45:33.0,1,18.1581,32.0272,1.0527,0.0427,2.1672,2.3418
37.8303,-74.9206,2018-11-02 06:05:32.0,1,18.0656,32.0321,1.0285,0.0214,2.1672,2.3920
37.8283,-74.9204,2018-11-02 06:25:31.0,1,18.0773,32.0931,1.1495,0.0214,2.0769,2.3060
37.8089,-74.9198,2018-11-02 06:45:31.0,1,18.0176,32.2002,0.9801,0.0000,2.0318,2.2512
37.7814,-74.9186,2018-11-02 07:05:33.0,1,17.9905,32.2300,0.9680,-0.0427,1.9866,2.1777
37.7559,-74.9176,2018-11-02 07:25:31.0,1,17.9830,32.2411,0.7381,0.0000,2.0769,1.9404
37.7303,-74.9170,2018-11-02 07:45:32.0,1,17.8123,32.3347,0.9075,0.0427,2.0769,NaN
37.7040,-74.9156,2018-11-02 08:05:31.0,1,17.9644,32.4003,0.9438,0.0427,2.4381,-3.6392
37.6771,-74.9159,2018-11-02 08:25:31.0,1,17.9368,32.4686,0.4840,0.0000,2.0769,1.5570
37.6656,-74.9142,2018-11-02 08:45:32.0,1,18.0401,32.4683,0.6050,-0.0427,1.8963,1.6466
37.6571,-74.9244,2018-11-02 09:05:31.0,1,18.0055,32.5070,0.6171,0.0000,1.8060,1.7087
37.6604,-74.9687,2018-11-02 09:25:31.0,1,18.0573,32.5601,0.7865,0.0000,1.8963,1.7908
37.6628,-75.0114,2018-11-02 09:45:32.0,1,18.2538,32.2874,0.9438,0.0427,1.8963,1.9764
37.6647,-75.0527,2018-11-02 10:05:33.0,1,18.3546,32.2389,0.7623,-0.0427,1.9866,1.8681
37.6670,-75.0958,2018-11-02 10:25:31.0,1,18.4611,32.1792,0.6897,-0.0427,2.1221,1.8591
37.6692,-75.1386,2018-11-02 10:45:31.0,1,18.6135,32.1923,0.8954,0.0427,2.0769,2.0804
37.6693,-75.1804,2018-11-02 11:05:32.0,1,18.7674,32.0892,0.7986,-0.0427,2.0769,2.1023
